movieId,userId,rating,timestamp,label,releaseYear,movieGenre1,movieGenre2,movieGenre3,movieRatingCount,movieAvgRating,movieRatingStddev,userRatedMovie1,userRatedMovie2,userRatedMovie3,userRatedMovie4,userRatedMovie5,userRatingCount,userAvgReleaseYear,userReleaseYearStddev,userAvgRating,userRatingStddev,userGenre1,userGenre2,userGenre3,userGenre4,userGenre5
246,14204,4.0,837614652,1,1994,Documentary,"","",2288,4.06,0.95,515,272,474,265,509,48,1993,1.38,3.65,1.14,Drama,Thriller,Romance,Comedy,Crime
253,9009,4.0,1141762266,1,1994,Drama,Horror,"",6010,3.50,0.94,165,376,782,830,344,40,1990,11.58,3.20,0.62,Drama,Comedy,Thriller,Romance,Crime
256,24269,3.0,856820598,0,1994,Comedy,Sci-Fi,"",2181,2.73,1.02,385,937,151,356,552,100,1988,13.84,3.17,0.83,Drama,Romance,Comedy,Adventure,War
266,15555,4.0,909013389,1,1994,Drama,Romance,War,3492,3.48,1.03,47,318,18,380,592,100,1992,8.63,3.81,0.83,Drama,Thriller,Comedy,Action,Crime
272,18634,4.5,1140928595,1,1994,Comedy,Drama,"",1708,3.76,0.88,596,58,121,110,337,31,1973,22.92,3.87,0.61,Drama,Romance,Comedy,War,Adventure
282,27248,3.0,963338620,0,1994,Drama,"","",2426,3.39,1.00,94,372,147,508,778,100,1989,14.51,3.38,0.76,Drama,Romance,Thriller,Crime,Action
290,13772,5.0,907688716,1,1994,Crime,Drama,"",888,4.02,0.87,34,515,265,800,593,9,1993,1.58,4.56,0.53,Drama,Crime,Romance,Thriller,War
292,19095,3.0,847645664,0,1995,Action,Drama,Sci-Fi,5649,3.40,0.86,231,356,595,588,457,14,1993,1.90,3.43,0.51,Adventure,Comedy,Drama,IMAX,Animation
300,18992,3.0,1237933293,0,1994,Drama,"","",4445,3.68,0.82,919,223,924,912,288,71,1989,12.35,3.99,0.80,Drama,Thriller,Comedy,Action,Adventure
300,27990,4.0,1197773191,1,1994,Drama,"","",4445,3.68,0.82,25,541,39,10,231,52,1989,12.35,3.38,0.96,Drama,Adventure,Thriller,Comedy,Crime
316,25969,3.0,1342272796,0,1994,Action,Adventure,Sci-Fi,6915,3.35,0.94,344,6,719,296,589,16,1994,1.26,3.91,0.86,Thriller,Action,Crime,Comedy,Sci-Fi
317,296,4.0,833870836,1,1994,Comedy,Drama,Fantasy,3486,3.14,1.00,253,1,595,588,153,12,1993,2.04,3.83,0.58,Comedy,Adventure,Action,Crime,Thriller
318,19338,5.0,829733939,1,1994,Crime,Drama,"",13826,4.45,0.72,344,256,195,337,339,15,1994,1.51,4.07,0.59,Comedy,Drama,Romance,Crime,Action
32,9030,4.5,1348913473,1,1995,Mystery,Sci-Fi,Thriller,9694,3.89,0.86,778,475,"","","",3,1995,1.73,3.83,1.15,Drama,Comedy,Crime,"",""
329,6731,4.5,1145526575,1,1994,Adventure,Drama,Sci-Fi,5727,3.33,0.97,292,480,296,165,316,23,1993,1.60,4.61,0.45,Thriller,Action,Sci-Fi,Adventure,Drama
34,14204,4.0,837614345,1,1995,Children,Drama,"",7042,3.63,1.11,300,110,253,457,593,20,1993,1.46,3.45,1.28,Drama,Crime,Thriller,Action,Adventure
355,2162,3.0,836418619,0,1994,Children,Comedy,Fantasy,2137,2.43,0.97,277,31,587,48,597,57,1993,1.55,3.74,1.03,Drama,Romance,Adventure,Action,Comedy
356,13442,2.0,1424689201,0,1994,Comedy,Drama,Romance,14426,4.03,0.95,593,"","","","",3,1992,1.53,2.83,0.76,Crime,Horror,Thriller,"",""
356,25555,5.0,841924203,1,1994,Comedy,Drama,Romance,14426,4.03,0.95,329,161,292,588,150,10,1993,2.21,3.80,0.79,Drama,Adventure,Sci-Fi,Thriller,Western
361,24269,3.0,856819211,0,1994,Comedy,Drama,Romance,1122,3.33,0.84,224,277,198,203,371,100,1985,17.37,3.46,0.64,Drama,Romance,Comedy,Children,Musical
367,16250,4.0,837515721,1,1994,Action,Comedy,Crime,7577,3.16,1.00,364,317,480,356,110,36,1993,1.49,3.22,0.99,Drama,Adventure,Action,Thriller,Comedy
367,20158,3.5,1155354343,1,1994,Action,Comedy,Crime,7577,3.16,1.00,231,500,597,733,858,44,1992,7.38,3.68,0.84,Thriller,Action,Adventure,Drama,Crime
367,5925,3.5,1111476711,1,1994,Action,Comedy,Crime,7577,3.16,1.00,555,541,508,733,520,22,1991,11.99,3.52,1.28,Drama,Thriller,Action,Adventure,Comedy
370,7252,3.0,842959034,0,1994,Action,Comedy,"",3087,2.96,1.05,497,265,17,34,110,37,1993,1.56,3.22,0.98,Drama,Romance,Thriller,Action,Comedy
374,21783,3.0,938852228,0,1994,Children,Comedy,"",1129,2.39,1.03,267,725,830,410,333,57,1994,1.47,3.28,0.92,Comedy,Drama,Romance,Fantasy,Action
376,21331,4.0,836937609,1,1994,Action,Thriller,"",2485,3.28,0.85,477,471,207,234,222,100,1993,5.82,4.38,0.91,Drama,Comedy,Romance,Action,Thriller
377,22121,4.0,841365064,1,1994,Action,Romance,Thriller,9053,3.49,0.94,19,47,110,208,356,32,1993,1.64,3.38,0.49,Drama,Adventure,Comedy,Thriller,War
377,9586,3.5,1182975889,1,1994,Action,Romance,Thriller,9053,3.49,0.94,318,588,527,480,780,13,1993,1.65,4.42,0.79,Adventure,Comedy,Drama,Children,Romance
410,13865,3.0,846462061,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,454,288,318,292,356,17,1993,1.59,3.59,0.71,Thriller,Action,Drama,Crime,Comedy
410,8304,3.0,828497782,0,1993,Children,Comedy,Fantasy,3972,2.99,0.93,34,638,25,6,16,6,1994,1.63,3.83,0.41,Drama,Crime,Romance,Action,Thriller
434,22121,3.0,841364978,0,1993,Action,Adventure,Thriller,5380,3.06,0.92,593,231,457,344,150,14,1992,1.98,3.43,0.51,Adventure,Drama,Comedy,Thriller,Western
434,3210,3.5,1119470042,1,1993,Action,Adventure,Thriller,5380,3.06,0.92,292,494,329,145,377,52,1987,16.45,3.62,0.87,Action,Adventure,Thriller,Comedy,Drama
44,13610,2.0,1212216681,0,1995,Action,Adventure,Fantasy,2293,2.64,1.10,628,112,474,293,595,35,1992,5.76,3.13,0.82,Thriller,Action,Adventure,Sci-Fi,Crime
442,11888,3.0,845674984,0,1993,Action,Adventure,Sci-Fi,4001,3.04,0.97,350,266,160,39,539,65,1993,1.43,3.22,0.94,Comedy,Drama,Thriller,Action,Romance
45,23843,3.0,839633473,0,1995,Comedy,Drama,Thriller,1910,3.39,0.96,529,262,596,198,514,100,1992,8.39,3.76,0.77,Drama,Thriller,Romance,Comedy,Action
46,24269,3.0,856818386,0,1995,Drama,Romance,"",711,3.25,0.95,454,222,916,915,440,100,1984,18.19,3.48,0.70,Drama,Romance,Comedy,Fantasy,War
471,691,3.0,962617495,0,1994,Comedy,"","",2463,3.66,0.94,745,"","","","",2,1967,39.60,4.00,1.41,Animation,Children,Comedy,"",""
474,15271,4.0,1008098556,1,1993,Action,Thriller,"",4106,3.72,0.75,125,608,224,222,912,19,1986,17.57,4.21,0.63,Drama,Comedy,Romance,Thriller,Sci-Fi
480,16576,4.0,835021089,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,196,151,11,367,356,38,1993,1.39,3.71,0.73,Drama,Action,Adventure,Comedy,Thriller
480,2162,5.0,836418376,1,1993,Action,Adventure,Sci-Fi,13033,3.67,0.93,356,454,364,110,457,27,1993,1.59,3.74,0.98,Drama,Adventure,Action,Thriller,IMAX
497,21259,5.0,1083865980,1,1993,Comedy,Romance,"",3047,3.88,0.91,653,750,435,594,19,6,1979,24.18,3.83,1.25,Comedy,Fantasy,Animation,Children,Drama
497,23843,5.0,839632059,1,1993,Comedy,Romance,"",3047,3.88,0.91,431,373,428,281,474,91,1992,6.78,3.79,1.05,Drama,Romance,Thriller,Comedy,Adventure
50,29573,3.5,1109779604,1,1995,Crime,Mystery,Thriller,10221,4.35,0.75,608,589,110,592,296,11,1993,2.12,3.86,0.92,Action,Thriller,Comedy,Crime,Drama
527,29549,4.5,1159010818,1,1993,Drama,War,"",11017,4.30,0.83,367,296,356,32,223,15,1994,0.99,2.73,1.36,Comedy,Thriller,Drama,Crime,Mystery
529,23459,5.0,996261587,1,1993,Drama,"","",2358,3.83,0.82,535,954,162,616,2,100,1983,19.35,3.87,1.24,Drama,Comedy,Romance,Children,Thriller
531,1512,3.0,838990859,0,1993,Children,Drama,"",1660,3.49,0.96,280,485,276,105,224,58,1992,7.79,3.74,0.69,Drama,Action,Comedy,Thriller,Romance
535,27248,4.0,963337953,1,1993,Drama,"","",1210,3.78,0.94,194,715,475,337,36,100,1989,14.16,3.34,0.76,Drama,Thriller,Romance,Action,Crime
539,1512,4.0,838990445,1,1993,Comedy,Drama,Romance,6177,3.50,0.97,587,440,500,377,317,27,1993,1.74,4.00,0.68,Drama,Action,Thriller,Comedy,Adventure
543,28135,2.0,850846176,0,1993,Comedy,Romance,Thriller,2681,3.21,1.00,153,597,454,277,350,47,1993,3.94,3.85,0.78,Drama,Comedy,Thriller,Romance,Action
543,9009,2.5,1141747845,0,1993,Comedy,Romance,Thriller,2681,3.21,1.00,953,590,48,527,318,24,1988,14.54,3.25,0.68,Drama,Comedy,Romance,Thriller,War
555,27264,3.5,1121117455,1,1993,Crime,Thriller,"",3312,3.80,0.90,296,562,968,750,858,12,1983,17.91,3.75,0.87,Drama,Comedy,Crime,Thriller,Mystery
555,675,4.0,866730877,1,1993,Crime,Thriller,"",3312,3.80,0.90,446,608,223,322,345,88,1993,3.80,3.42,0.78,Drama,Thriller,Romance,Crime,Comedy
588,27248,4.0,962797441,1,1992,Adventure,Animation,Children,8980,3.67,0.92,356,348,901,1,910,25,1979,20.74,3.88,0.67,Drama,Comedy,Romance,Adventure,War
589,18992,4.0,1237931288,1,1991,Action,Sci-Fi,"",11483,3.94,0.90,318,593,356,296,194,8,1993,1.28,4.38,0.74,Drama,Comedy,Crime,Thriller,Romance
589,9009,3.0,1141747247,0,1991,Action,Sci-Fi,"",11483,3.94,0.90,590,48,527,318,648,20,1989,12.39,3.27,0.70,Drama,Comedy,Thriller,Romance,War
592,9009,3.0,1141747229,0,1989,Action,Crime,Thriller,10028,3.40,0.84,48,527,318,648,593,16,1989,13.80,3.31,0.77,Drama,Comedy,Thriller,Romance,War
593,13610,4.0,1212214423,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,47,296,260,589,32,9,1991,6.92,3.50,1.00,Sci-Fi,Thriller,Action,Mystery,Adventure
593,6613,5.0,844549936,1,1991,Crime,Horror,Thriller,13692,4.18,0.85,595,165,588,153,349,10,1992,2.15,4.30,0.67,Crime,Comedy,Thriller,Action,Drama
595,16974,3.5,1227452088,1,1991,Animation,Children,Fantasy,7539,3.65,0.98,165,344,377,648,588,33,1990,11.37,3.74,0.89,Comedy,Adventure,Action,Thriller,Drama
596,2136,5.0,1145932972,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,594,595,364,509,11,45,1991,11.80,4.26,0.48,Drama,Romance,Comedy,Thriller,Action
596,24269,4.0,856817597,1,1940,Animation,Children,Fantasy,2765,3.53,0.99,508,920,969,858,272,92,1989,14.91,3.21,0.96,Drama,Romance,Comedy,Thriller,Crime
597,13442,0.5,1424689968,0,1990,Comedy,Romance,"",7314,3.41,0.98,778,593,"","","",8,1984,19.43,2.44,1.37,Crime,Horror,Thriller,Comedy,Drama
608,12529,2.5,1164286119,0,1996,Comedy,Crime,Drama,9505,4.09,0.93,858,318,902,"","",3,1975,16.80,3.67,0.29,Drama,Crime,Romance,"",""
608,13772,5.0,907688795,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,508,110,290,34,515,15,1993,1.32,4.13,1.13,Drama,Crime,Romance,War,Thriller
608,27990,4.0,1197545752,1,1996,Comedy,Crime,Drama,9505,4.09,0.93,441,47,858,592,527,15,1992,5.97,3.30,1.18,Drama,Crime,Thriller,Adventure,Mystery
62,24269,3.0,856815189,0,1995,Drama,"","",4221,3.70,1.00,"","","","","",3,1996,0.00,2.67,0.58,"","","","",""
62,26005,4.0,831629888,1,1995,Drama,"","",4221,3.70,1.00,235,141,282,50,111,31,1993,3.56,3.48,0.85,Drama,Comedy,Crime,Thriller,Children
638,20219,2.0,867630557,0,1995,Romance,"","",111,3.35,0.96,996,782,725,63,694,100,1995,2.41,2.57,0.83,Comedy,Crime,Drama,Action,Thriller
647,18333,3.0,945585839,0,1996,Action,Crime,Drama,1719,3.57,0.84,161,62,151,628,36,67,1994,1.59,3.27,1.10,Drama,Action,Thriller,Comedy,Adventure
653,2162,3.0,836419182,0,1996,Action,Adventure,Fantasy,3148,3.22,0.97,733,46,3,24,596,92,1992,8.58,3.55,0.99,Drama,Adventure,Romance,Action,Comedy
678,23459,4.0,953345721,1,1993,Drama,Thriller,"",620,4.10,0.86,903,144,21,915,205,100,1979,21.58,4.07,1.09,Drama,Comedy,Romance,Thriller,Mystery
694,20219,5.0,867630004,1,1996,Action,Crime,Drama,612,3.01,0.98,18,104,653,112,260,79,1995,3.42,2.85,0.86,Action,Adventure,Thriller,Comedy,Mystery
733,18992,3.0,1237933090,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,364,648,344,377,608,44,1989,10.57,4.11,0.78,Drama,Thriller,Comedy,Action,Adventure
733,25032,3.0,867537918,0,1996,Action,Adventure,Thriller,6837,3.65,0.92,1,648,736,32,780,6,1995,0.52,4.33,0.82,Adventure,Thriller,Action,Sci-Fi,Mystery
743,20428,3.0,853612934,0,1996,Comedy,"","",1337,2.76,1.06,762,9,628,104,786,15,1995,0.26,3.53,0.83,Action,Thriller,Adventure,Comedy,Romance
745,27264,3.5,1121199934,1,1995,Animation,Children,Comedy,2625,4.16,0.91,904,111,555,296,562,15,1981,17.91,3.77,0.78,Drama,Thriller,Comedy,Crime,Mystery
750,4032,4.0,1360803136,1,1964,Comedy,War,"",5151,4.24,0.88,924,18,239,412,955,21,1982,20.96,3.93,0.73,Drama,Comedy,Romance,Children,Adventure
780,13610,3.5,1212214878,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,457,593,47,296,260,12,1991,6.02,3.54,0.89,Thriller,Sci-Fi,Action,Mystery,Crime
780,18992,3.0,1237931347,0,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,592,150,480,260,110,17,1992,4.35,4.29,0.59,Drama,Thriller,Action,Adventure,Comedy
780,25969,4.0,1309039655,1,1996,Action,Adventure,Sci-Fi,10271,3.37,1.06,"","","","","",2,1994,1.41,2.75,0.35,"","","","",""
783,13282,3.5,1334807864,1,1996,Animation,Children,Drama,2215,3.25,1.09,661,596,"","","",2,1968,39.60,3.75,0.35,Animation,Children,Fantasy,Musical,Adventure
786,27248,3.0,963230877,0,1996,Action,Drama,Thriller,3445,3.15,0.99,161,965,32,355,596,100,1990,13.31,3.29,0.77,Drama,Thriller,Romance,Action,Mystery
786,3210,3.5,1119470146,1,1996,Action,Drama,Thriller,3445,3.15,0.99,170,70,95,434,292,56,1988,15.96,3.62,0.84,Action,Adventure,Thriller,Comedy,Drama
81,20219,2.0,867630004,0,1995,Crime,Drama,Romance,688,3.28,1.02,694,18,104,653,112,81,1995,3.37,2.85,0.91,Action,Adventure,Thriller,Drama,Comedy
827,20219,3.0,867630751,0,1995,Drama,"","",32,3.05,1.33,996,782,725,63,694,100,1995,0.37,2.54,0.85,Comedy,Crime,Drama,Action,Thriller
835,24269,3.0,856819523,0,1996,Drama,"","",196,3.12,0.81,552,517,556,34,266,100,1987,15.21,3.39,0.71,Drama,Romance,Comedy,Children,Action
837,23459,5.0,947803005,1,1996,Children,Comedy,Fantasy,1166,3.38,1.00,527,904,674,198,32,100,1980,21.17,3.90,1.21,Drama,Romance,Comedy,Thriller,Crime
858,17506,5.0,1420725329,1,1972,Crime,Drama,"",8996,4.35,0.86,293,110,296,"","",3,1994,0.58,5.00,0.00,Drama,Crime,Thriller,Action,Comedy
903,23843,4.0,864045925,1,1958,Drama,Mystery,Romance,3051,4.13,0.81,969,899,908,953,919,100,1990,13.20,3.56,0.77,Drama,Comedy,Romance,Thriller,Action
910,675,4.0,868467250,1,1959,Comedy,Crime,"",2410,4.09,0.86,926,969,913,902,923,100,1988,14.76,3.69,0.80,Drama,Thriller,Crime,Romance,Comedy
916,1436,3.0,840208979,0,1953,Comedy,Drama,Romance,1336,4.11,0.80,902,951,912,953,372,82,1988,15.72,3.28,0.92,Drama,Comedy,Thriller,Crime,Romance
920,22728,3.0,1066855022,0,1939,Drama,Romance,War,3103,3.82,1.10,750,924,"","","",4,1965,22.93,3.25,1.85,Adventure,Drama,Sci-Fi,Comedy,War
924,28197,5.0,1037945437,1,1968,Adventure,Drama,Sci-Fi,5530,3.95,1.05,260,750,541,356,161,19,1991,8.21,3.74,0.93,Adventure,Drama,War,Action,Sci-Fi
95,21452,4.0,836522030,1,1996,Action,Adventure,Thriller,4791,3.10,0.95,786,318,316,231,329,16,1993,1.93,4.44,0.63,Adventure,Action,Drama,Crime,Thriller
953,21249,4.0,939465527,1,1946,Drama,Fantasy,Romance,3081,4.04,0.99,501,824,838,326,767,19,1985,18.63,4.37,0.83,Drama,Thriller,Comedy,Crime,Romance
968,18333,2.0,945587940,0,1968,Horror,Sci-Fi,Thriller,1824,3.64,1.06,260,750,924,597,539,92,1993,4.93,3.30,1.10,Drama,Action,Thriller,Comedy,Romance
1,25350,1.5,1133748004,0,1995,Adventure,Animation,Children,10759,3.91,0.89,923,296,"","","",9,1971,28.30,2.17,1.17,Drama,Comedy,Crime,Thriller,Mystery
10,19289,3.0,1189485684,0,1995,Action,Adventure,Thriller,6330,3.42,0.87,231,858,47,50,588,38,1992,4.85,3.00,0.79,Drama,Thriller,Crime,Comedy,Adventure
104,451,2.5,1224312544,0,1996,Comedy,"","",3954,3.40,1.06,741,123,232,70,288,21,1992,5.96,3.45,0.52,Drama,Thriller,Crime,Comedy,Romance
107,4894,4.0,863696114,1,1996,Adventure,Children,Comedy,1402,3.20,1.05,661,783,260,36,1,9,1993,6.23,3.78,1.09,Adventure,Animation,Children,Fantasy,Drama
118,2756,1.0,1032741947,0,1996,Comedy,Romance,"",253,2.94,1.08,104,216,333,337,562,77,1985,17.44,3.56,1.13,Drama,Comedy,Romance,Thriller,Crime
145,27125,3.0,848340860,0,1995,Action,Comedy,Crime,2561,3.25,0.98,163,608,552,520,16,80,1993,6.50,3.60,0.88,Action,Thriller,Drama,Comedy,Crime
151,27729,5.0,1121367786,1,1995,Action,Drama,Romance,2767,3.57,0.92,653,551,509,2,39,74,1978,22.22,4.66,0.40,Drama,Romance,Comedy,Thriller,Adventure
153,21515,2.0,845468454,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,349,165,380,"","",8,1993,2.30,3.38,1.51,Action,Thriller,Crime,Adventure,Comedy
153,3858,1.0,1266797618,0,1995,Action,Adventure,Comedy,7100,2.89,0.95,47,527,1,260,356,41,1983,18.02,3.06,1.49,Drama,Thriller,Comedy,Mystery,Crime
153,9569,4.0,845358196,1,1995,Action,Adventure,Comedy,7100,2.89,0.95,344,590,296,"","",7,1992,2.37,3.71,0.95,Comedy,Drama,Crime,Thriller,Adventure
155,24528,2.0,975222897,0,1995,Adventure,Drama,War,271,3.44,0.96,165,361,515,230,587,59,1993,3.21,3.68,0.93,Drama,Thriller,Action,Crime,Romance
158,29978,2.0,974603440,0,1995,Adventure,Children,"",2756,2.92,1.03,362,364,34,595,1,29,1977,22.58,4.38,0.73,Romance,Drama,Comedy,Adventure,Children
161,27339,5.0,835374008,1,1995,Drama,Thriller,War,5113,3.74,0.80,10,292,316,588,349,16,1993,1.67,3.75,0.93,Adventure,Action,Drama,Thriller,Comedy
17,7650,2.0,879438412,0,1995,Drama,Romance,"",4556,3.97,0.94,899,"","","","",2,1945,9.90,3.50,0.71,Comedy,Musical,Romance,"",""
173,10338,2.0,925131519,0,1995,Action,Crime,Sci-Fi,3208,2.56,1.02,89,552,165,494,168,48,1989,13.16,4.08,1.01,Action,Thriller,Adventure,Drama,Sci-Fi
186,1372,4.0,958145057,1,1995,Comedy,Romance,"",2425,2.89,0.99,5,95,798,236,383,99,1992,5.85,4.12,0.77,Thriller,Action,Drama,Crime,Comedy
20,9630,4.0,835681652,1,1995,Action,Comedy,Crime,873,2.89,0.93,529,491,370,257,477,73,1992,6.79,3.60,1.06,Thriller,Action,Drama,Comedy,Romance
208,22130,4.0,1232376443,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,231,500,316,364,344,20,1993,1.62,4.00,1.03,Drama,Comedy,Sci-Fi,Action,Adventure
208,7655,4.0,1212282999,1,1995,Action,Adventure,Sci-Fi,5958,2.85,1.03,673,558,364,104,595,26,1981,19.89,4.12,0.43,Drama,Adventure,Crime,Thriller,Sci-Fi
21,4975,5.0,844093569,1,1995,Comedy,Crime,Thriller,5164,3.58,0.93,587,367,377,500,589,28,1993,1.57,4.11,0.74,Drama,Thriller,Comedy,Action,Adventure
216,22130,3.5,1232374676,1,1995,Comedy,"","",1867,3.22,1.14,24,58,"","","",4,1994,0.96,3.25,1.76,Drama,Comedy,Romance,Sci-Fi,""
216,2756,4.0,1025407501,1,1995,Comedy,"","",1867,3.22,1.14,333,337,562,34,194,74,1985,17.70,3.55,1.15,Drama,Comedy,Romance,Thriller,Crime
224,6366,3.0,995251183,0,1995,Comedy,Drama,Romance,1882,3.46,0.93,539,132,350,454,230,100,1992,10.35,3.07,1.06,Thriller,Drama,Action,Crime,Romance
24,10309,4.0,976816839,1,1995,Drama,Sci-Fi,"",1737,3.17,1.05,105,736,282,780,380,39,1992,8.47,4.03,0.43,Drama,Thriller,Romance,Comedy,Crime
24,9032,3.0,1063481389,0,1995,Drama,Sci-Fi,"",1737,3.17,1.05,518,532,750,188,799,26,1990,9.30,3.71,0.95,Comedy,Action,Crime,Thriller,Horror
246,29978,5.0,974604281,1,1994,Documentary,"","",2288,4.06,0.95,362,364,34,595,1,31,1978,22.15,4.26,0.86,Romance,Drama,Comedy,Adventure,Children
26,19919,4.0,840946671,1,1995,Drama,"","",581,3.63,0.94,314,446,154,417,319,23,1992,5.72,3.83,0.78,Drama,Romance,Comedy,Fantasy,Adventure
260,10338,5.0,925129832,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,377,858,"","","",3,1987,13.00,3.67,2.31,Crime,Drama,Action,Romance,Thriller
260,27966,4.0,1280564600,1,1977,Action,Adventure,Sci-Fi,11958,4.19,0.91,480,593,471,608,318,13,1990,9.14,3.77,0.63,Drama,Thriller,Crime,Comedy,Horror
